player,line
Greg Joseph,1.5
Dustin Hopkins,1.5
Graham Gano,1.5
Austin Seibert,1.5
Jake Elliott,1.5
Chris Boswell,1.5
Cade York,1.5
Younghoe Koo,1.5
Chase McLaughlin,1.5
Brett Maher,1.5
Tyler Bass,1.5
Justin Tucker,1.5
Matt Prater,1.5
Brandon McManus,1.5
Daniel Carlson,1.5
