player,line
Mark Ingram,26.5
Saquon Barkley,113.5
Rashaad Penny,71.5
James Robinson,68.5
Travis Etienne,46.5
Michael Carter,61.5
Najee Harris,89.5
Breece Hall,60.5
Nick Chubb,100.5
Kareem Hunt,65.5
Derrick Henry,86.5
Jonathan Taylor,110.5
Antonio Gibson,72.5
Ezekiel Elliott,69.5
Tony Pollard,57.5
J.D. McKissic,38.5
Devin Singletary,53.5
J.K. Dobbins,49.5
