player,line
Ryan Wright,4.5
Blake Gillikin,4.5
JK Scott,3.0
Cameron Johnston,4.5
Trenton Gill,5.0
Jamie Gillan,4.5
Logan Cooke,4.5
Arryn Siposs,3.0
Braden Mann,4.5
Pressley Harvin,4.0
Corey Bojorquez,3.5
Bradley Pinion,4.0
Ryan Stonehouse,4.5
Matt Haack,4.0
Sam Martin,3.0
Jordan Stout,3.0
Andy Lee,4.5
Johnny Hekker,4.5
Corliss Waitman,4.0
AJ Cole,4.0
