player,line
B. Falter + E. Fedde,1.5
J. Lyles + D. German,1.5
N. Pivetta + A. Manoah,1.5
B. Singer + Z. Plesac,1.5
J. Oviedo + J. Flaherty,1.5
G. Otto + R. Detmers,1.5
D. Martin + Y. Darvish,1.5
C. Kuhl + C. Kershaw,1.5
