player,line
Anthony Rizzo,0.5
Alejandro Kirk,0.5
Steven Kwan,0.5
Bobby Witt Jr.,0.5
Francisco Lindor,0.5
Alex Bregman,0.5
Nolan Arenado,0.5
Marcus Semien,0.5
Brandon Drury,0.5
Will Smith,0.5
