player,line
Justin Jefferson,6.0
Adam Thielen,4.0
K.J. Osborn,3.0
Brandin Cooks,5.5
Pharaoh Brown,2.0
DK Metcalf,5.0
Tyler Lockett,5.5
Noah Fant,3.0
Will Dissly,2.0
Christian Kirk,5.0
A.J. Brown,5.0
Zay Jones,4.0
DeVonta Smith,4.0
James Robinson,2.0
Travis Etienne,2.5
Dallas Goedert,4.0
Marvin Jones,4.0
Evan Engram,3.0
Kyle Pitts,4.5
Amari Cooper,5.0
Drake London,4.5
