player,line
Kirk Cousins,35.0
Davis Mills,34.5
Daniel Jones,27.0
Geno Smith,34.0
Trevor Lawrence,36.5
Jalen Hurts,31.5
Zach Wilson,33.0
Mitch Trubisky,33.0
Jacoby Brissett,29.5
Ryan Tannehill,29.5
Matt Ryan,31.0
Josh Allen,37.5
Lamar Jackson,31.5
Kyler Murray,35.5
Baker Mayfield,29.5
Russell Wilson,32.5
Derek Carr,36.5
Aaron Rodgers,32.0
Patrick Mahomes,37.0
Tom Brady,37.0
Matthew Stafford,35.5
Jimmy Garoppolo,29.0
