player,line
Dameon Pierce,15.0
Rashaad Penny,13.0
Jalen Hurts,9.5
James Robinson,12.5
Nick Chubb,18.5
Ezekiel Elliott,15.0
Josh Allen,7.0
Devin Singletary,9.0
