player,line
Bailey Falter,27.5
Erick Fedde,17.5
Graham Ashcraft,22.5
Adrian Sampson,24.5
Jordan Lyles,18.5
Nick Pivetta,21.5
Alek Manoah,38.5
Brady Singer,27.5
Aaron Civale,26.5
Joe Ryan,36.5
Jacob deGrom,44.5
Max Fried,34.5
Sandy Alcantara,39.5
Corbin Burnes,43.5
Drew Rasmussen,24.5
Framber Valdez,36.5
Reid Detmers,27.5
Yu Darvish,42.5
Logan Gilbert,37.5
Clayton Kershaw,38.5
Merrill Kelly,33.5
Alex Cobb,24.5
