player,line
Bailey Falter,87.5
Erick Fedde,90.5
Jordan Lyles,90.5
Nick Pivetta,95.5
Alek Manoah,98.5
Brady Singer,93.5
Jacob deGrom,93.5
Max Fried,99.5
Sandy Alcantara,100.5
Corbin Burnes,101.5
Reid Detmers,92.5
Yu Darvish,94.5
Merrill Kelly,95.5
Alex Cobb,93.5
