player,line
Erick Fedde,2.5
Graham Ashcraft,2.0
Jordan Lyles,2.5
Domingo Germán,1.5
Nick Pivetta,2.5
Brady Singer,2.0
Joe Ryan,1.5
Jack Flaherty,1.5
Glenn Otto,2.0
Reid Detmers,2.0
Davis Martin,2.0
Clayton Kershaw,1.5
