player,line
Ezekiel Elliott,2.0
Saquon Barkley,3.5
CeeDee Lamb,5.5
Sterling Shepard,4.5
Noah Brown,3.5
Richie James,3.0
Tony Pollard,2.5
David Sills,1.5
